Unnamed: 0.1,Unnamed: 0,Translated_Review,Rating,Sentimiento_VADER,Sentimiento,SENTIMIENTO_CALCULADO
10142,10142,"EspañolEstancia desesperada en el hotel del aeropuerto Stamford Plaza de Sydney. Estuve 1 noche en julio de 2007. Habitación de lujo prepagada de 2 plantas, habitaciones supuestamente reformadas. No parecía que las habitaciones fueran de lujo, no tenían prensa para pantalones ni nada, solo una habitación de hotel básica, no era un hotel de lujo de 5 estrellas con calidad de hotel asiático de escala ni un hotel de lujo europeo. Al hacer el check-in, me dijeron que la habitación no había sido prepagada, no me llevaron al hotel durante 3 horas, telefoneé a Globe a las 11:00 p. m., 6 horas después del check-in, reconocí la habitación pagada, el gerente de reservas no estaba de servicio en recepción, solo estaba de servicio como asistente del gerente nocturno a las 5:00 p. m., el gerente nocturno del hotel simplemente no tenía idea de solucionar el problema, salí a las 6:00 a. m. del vuelo, dije que la reserva se resolvería a las 9:00 a. m., vendría mañana, supuestamente el hotel de 5:00 a. m. estaba mal administrado, punto de vista de las ráfagas. Faltaban 9 artículos en nuestro minibar. El check-in tardó 2 horas, me enviaron la habitación, dijeron que había sido culpa de un huésped anterior, artículos robados. El check-out, me advirtieron que el establecimiento estaba mal administrado. El vestíbulo de la entrada principal del restaurante era frío, el viento de la noche, la corriente de aire de la entrada principal del hotel se abría y cerraba la comida fría, la comida lamentable selección de menú no es un hotel de lujo estándar, digamos menú de comida de 2 estrellas, personal en prácticas experiencia laboral experiencia de servicio de camarero de servicio de aeropuerto restaurante de hotel principal turno de noche, incapaz de hacer frente mostró la calidad de la comida servicio, terminó dando botella de vino sopa servida hecho agua coloreada, acordado no sopa servida no tengo idea filete duro rebanado fino capaz de masticar, no hay deber de gestión quejarse no es de extrañar hotel mal servicio no__Ç_é_ importa los huéspedes es__Ç_é_ aeropuerto, supongo actitud vuelos retrasados ​​habitaciones capaces. no__Ç_é_ reservar hotel estancia de lujo comida de calidad reservar desesperación buenos hoteles sydney elegir no__Ç_é_ elegir hotel stamford plaza aeropuerto,",1,NEGATIVO,NEUTRAL,NEGATIVO
10147,10147,"Me quedé mejor en hoteles de 3 estrellas, apartamento mejorado, horrorizado, habitación para no fumadores llena de humo, decoración muy impresionante, piezas de aglomerado de mal gusto, especialmente baratas, que pasan por el gabinete del baño. El personal robótico de recepción del hotel, con una insatisfacción bastante desconcertante planteada anteriormente. La experiencia del desayuno en el buffet del jardín es como asistir al patio de comidas. sala, mesa de cola de llegada como asistir al lugar de tragamonedas rsl del club local, comida selecta, vista impresionante, vista sabrosa, carritos de camarero que limpian las mesas, recuerdan al patio de comidas del centro comercial local de Westfield, además de hacer cola en la estación de huevos, tortilla, experiencia novedosa molesta. estrella,",1,NEGATIVO,NEUTRAL,NEGATIVO
10162,10162,"servicio más lento transporte público precios de estrellas servicio de 1 estrella, comí en un restaurante eligiendo degustación de 7 platos, esperé 20 minutos para llegar al plato, el café tardó mucho, ningún intento de mejorar comentó a mitad de camino 3 1/2 horas de prueba, excusa por estar lleno, razón no aceptable, Honestamente, la comida no vale la pena esperar, la experiencia hablada, la carta de comentarios cortésmente no recibió respuesta, la conclusión no es ni un ápice de servicio al cliente,",1,NEGATIVO,NEUTRAL,NEGATIVO
10169,10169,"No esperé en casa, me quedé por las noches decepcionante, problemas que incluyen baño inundado, agua de mar, problema de plomería, no me disculpo, ofrecí reubicación de la habitación, personal grosero, servicio deficiente, calidad de la comida inconsistente, habitación promedio, no espaciosa, ventana pequeña, sin vista, habitación ruidosa, incluido el baño estilo avión, el aire acondicionado no funcionó correctamente. El techo goteaba, llovió, en general no se esperaba que el hotel tuviera una buena calificación, no recomiendo el hotel y desalienta activamente a las personas que piensan quedarse.",1,NEGATIVO,POSITIVO,NEGATIVO
10174,10174,"Un cliente insatisfecho acaba de leer una reseña, una mala experiencia similar, pensé en agregar también. La ventana no ayudó. El día revisé el Marriott, buena ubicación, mejor habitación 10.00 más barata, intenté cargar la segunda noche como mínimo, pude luchar contra la compañía de tarjetas de crédito. Escribí una reseña, advierto al hotel, opciones, rango de precios de Sydney, no tengo idea de querer quedarme en un hotel horrible. ,",1,NEGATIVO,NEGATIVO,NEGATIVO
10185,10185,"personal agradable del hotel, no agradable estadía en el hotel, vacaciones, buena ubicación, hotel limpio, lindo club ejecutivo, personal de conserjería horrible, el conserje no es una buena investigación, respondieron bastantes correos electrónicos, el esposo, miembro platino, fue tratado como si acabara de caminar por las calles, se queja de que la habitación es más agradable, creo que pasa 60 veces en los hoteles Starwood pagando el trato al cliente. un poco mejor, el amable personal del hotel utiliza capacitación en servicio al cliente, preguntó al hotel manteniendo el tiempo de walkie abierto, el hotel solo miró a dicha persona, preguntó, como si no dijera, dejemos que raido pregunte, loco,",3,NEGATIVO,NEGATIVO,NEGATIVO
10195,10195,"no luna de miel en otro lugar excelente hotel de negocios luna de miel don__Ç_é_ cuidado. Ubicación sabia calidad habitaciones ropa de cama hace que Westin sea un gran hotel de negocios se hospedó 20 veces por error al pasar la noche fuera del país terriblemente decepcionado. Todos los hoteles 7 El período de 1 mes contenía una carta de reconocimiento del gerente La línea de huésped preferido no se molestó no carta del gerente no, nada, habitación reservada, hotel, anotado. Si desea un excelente hotel de negocios, un hotel romántico de luna de miel en Sydney, simplemente no conoce la mentalidad empresarial,",1,NEGATIVO,NEUTRAL,NEGATIVO
10209,10209,"camas individuales terrible estancia en el hotel trabajo formación compañero, reservé habitación doble camas individuales 3 noches, camas diminutas recepción dicen 2 pies 6 pulgadas de ancho no permite cama cónica, segunda noche llegó habitación cama simplemente tirado, sábanas no metidas pequeña manta dejó mañana, cambiaron habitaciones noche habitación queen sofá cama, mejor, no reservar habitaciones 2 camas individuales adulto,",1,NEGATIVO,NEGATIVO,NEGATIVO
10229,10229,"no se quedó en el hotel sucio, necesita reparación, cortinas, paredes sucias, problemas con el baño, el lavabo no drenaba, el inodoro no funcionaba correctamente, las luces se encendieron por la mañana, apareció una gran pared de insectos, cucaracha, inquietante, dice que el personal fue amable y servicial, descontó la tarifa de la habitación, dijo quedarse,",1,NEGATIVO,NEUTRAL,NEGATIVO
10245,10245,"excelente propiedad se hospedó en la propiedad Homewood Suites noches del 31 de marzo al 4 de abril. Habitaciones grandes y limpias, dormitorio en suite grande 2 habitaciones de hotel, eficiencia de cocina sorprendida, refrigerador completo, microondas, piscina agradable, jacuzzi cálido en el interior, manera perfecta de trabajar los músculos cansados ​​al caminar. Las áreas públicas son exclusivas y limpias. , área de comida cómoda, mucho tiempo para sentarse, en realidad comimos comida, excelente comida en la ciudad, solo jugo por la mañana, la reseña dice que la cena se ofrece deplorable, cualquiera que esté en Nueva Orleans comiendo buffet gratis en el hotel, razones principales por la comida de Nueva Orleans, excelente hotel en general, problema con el check-in, espere Registro a las 5 p. m., no eran los, el día pasó por el mostrador, alguien se quejó al registrarse, no tenía la habitación lista, no la solicitaron, n/s, la habitación no tenía habitaciones listas, problema, parada del tranvía a 2 o 3 cuadras para llegar al centro de la ciudad, a 5 cuadras del canal, no hay problema, estadía más larga de 4 días. Es difícil caminar por el canal un cuarto de día y hacer turismo por la noche.",4,NEGATIVO,NEGATIVO,NEGATIVO
10256,10256,"impactante servicio posterior a la estadía me hospedé el viernes sábado por la noche semana pagué 306 noches, el precio pagado disfruté muchísimo de la estadía, me hospedé en un hotel anteriormente conocido en avillion y disfruté de la conveniencia de la estación central cinatown. Después de verificar que comenzó la pesadilla, los días de estadía en la propiedad notaron una tarjeta de crédito anomilie 110, se recomienda verificar 10 huella de autorización Verificado inmediatamente el banco informó a Rydges World Square autorización pendiente 110. Llamé inmediatamente al hotel tarde en la noche preguntando respuestas la cifra grande se revirtió rápidamente, no se me dio autorización de respuesta 110 me dijo la forma más rápida de revertir el cobro revertido inmediatamente revertido, solicité aprobar 10 cargos reembolsados ​​inmediatamente acordados. Después de colgar verificado en línea El saldo disponible del estado de cuenta regresó a la normalidad. Sin embargo, el día en que se produjo la hora 100.09, la llamada al banco informó a la cuenta cargada de Rydges World Square, parece que el empleado habló, la transacción autorizada cambió 10 100.09. Cinco días después de la estadía, las llamadas telefónicas posteriores finalmente se rectificaron, la ocasión se puso en contacto con Rydges, lo intentó con un correo electrónico mal escrito. dirección de check-in actualizada, el representante habló, sugirió que Rydges no fue culpa, probablemente olvidó la compra de la tarjeta de crédito, preguntó al gerente del lugar de investigación, contacto directo con respecto a transacciones incorrectas o no autorizadas, no escuchó nada. mantenido peor manejado,",1,NEGATIVO,NEUTRAL,NEGATIVO
10263,10263,"Horrible, disfruto quedarme en un albergue de 1950 pagando precios de 2007, me encanta el lugar. Este establecimiento anuncia acceso a Internet inalámbrico... no funciona. No hay teléfono en la habitación, no lo creía, no hay vistas, no hay habitación, la habitación es estrecha y sofocante, hay que abrir la ventana. No hay aire acondicionado, Sydney es realmente caluroso, sin duda las habitaciones son el doble del precio pagado 129 por noche, espero poder comunicarme con el mundo exterior. Este lugar es un lugar que no hay que perder, a menos que me guste tirar el dinero a la basura, alojamiento de calidad inferior.",1,NEGATIVO,NEGATIVO,NEGATIVO
10279,10279,"parece cansado simplemente me quedé no impresionado. habitación pequeña mal estado armario no abierto muebles desconchados pintura sucia puertas desconchadas, ventanas sucias. El personal no es servicial insiste dos veces desayuno incluido reserva. no hay ambiente lo siento sugiero rydges jamison permitirse magníficas vistas excelente ubicación maravilloso servicio habitaciones increíbles vale la pena confianza,",1,NEGATIVO,NEUTRAL,NEGATIVO
10297,10297,"excelente ubicación hotel decepcionante el hotel parecía prometedor críticas anteriores desafortunadamente no cumplió con las expectativas, el edificio se ve atractivo por fuera, problema real hotel con olor a humedad y humedad, decida quedarse con cuidado con las habitaciones de la planta baja realmente la peor habitación de hotel se quedó con un olor terrible realmente se pone ropa ventanas pequeñas garaje ruidoso no vista, realmente se sentía como un celular. El área es increíble, conoce el límite con Kings Cross, un corto paseo por la estación de tren subterráneo de Sydney es realmente accesible, numerosos lugares para comer y beber en Victoria St. Vale la pena visitar a Jimmy, le gusta la fusión del sudeste asiático, cócteles increíbles. El hotel se volvió potencial y necesita desesperadamente una renovación, resumen cansado, completamente carente de encanto, ciertamente no vale la pena, mejor oferta, Holiday Inn, a solo 50 m de la carretera, zona de hoteles estilo boutique, por ejemplo, Simpson. Entra en peligro.",2,NEGATIVO,NEGATIVO,NEGATIVO
